Index Keywords,Cited by,EID
"beta 2 adrenergic receptor; beta 2 adrenergic receptor blocking agent; amino acid sequence; article; binding affinity; binding site; comparative study; computer model; crystal structure; experimental pig; human; in vitro study; molecular docking; molecular model; nonhuman; priority journal; protein interaction; protein structure; stimulation; Animals; Binding Sites; Humans; Ligands; Molecular Dynamics Simulation; Protein Binding; Protein Conformation; Receptors, Adrenergic, beta-2; Structural Homology, Protein; Structure-Activity Relationship; Swine; Suidae; Sus",8,2-s2.0-80255138897
"peroxisome proliferator activated receptor delta; peroxisome proliferator activated receptor delta agonist; article; chemical structure; density functional theory; lipophilicity; metabolic syndrome X; molecular docking; non insulin dependent diabetes mellitus; physical chemistry; principal component analysis; priority journal; stereochemistry; Humans; Ligands; Models, Molecular; Molecular Conformation; PPAR delta; Protein Binding; Quantitative Structure-Activity Relationship",8,2-s2.0-80255127569
Fixed time interval; Identification errors; Identification for control; Multi-layer perceptrons; Multiple neural networks; Network construction; Network parameters; Network structures; Neural identification; Neural network structures; Non-linear dynamic systems; Nonlinear system modelling; Parameter uncertainty; Simulation example; Switching process; Theoretic analysis; Updating algorithm; Automation; Dynamical systems; Hysteresis; Identification (control systems); Network performance; Nonlinear dynamical systems; Parameter estimation; Pattern recognition systems; Neural networks,8,2-s2.0-84860395098
"chromosome inversion; CpG island; F8A gene; F8B gene; gene; gene mapping; gene mutation; gene rearrangement; genotype; hemophilia A; homologous recombination; human; intron; nonhuman; nucleotide sequence; polymerase chain reaction; promoter region; protein localization; protein modification; review; sequence homology; signal transduction; Southern blotting; transgenic mouse; genetics; genotype; hemophilia A; pathology; blood clotting factor 8; DNA; Blotting, Southern; DNA; Factor VIII; Gene Rearrangement; Genotype; Hemophilia A; Humans; Polymerase Chain Reaction; Sequence Inversion",8,2-s2.0-80055055410
Adaptive networks; Amount of information; Analytical results; Average rate; Block fading; Cooperative communication; Diversity order; linear block codes; Multiple access network; Non-binary; Transmission rates; Computer simulation; Network coding,8,2-s2.0-80052947515
Bi-objective; Decision making process; Global criteria; Greenhouse gases emissions; Minimisation; Minimum distance; Mixed integer non-linear programming problems; Operating condition; Pareto curve; Utility plant; Valorisation; Weighted Sum; Decision making; Emission control; Global warming; Greenhouse gases; Integer programming; Operating costs; Pareto principle; Steam power plants; Environmental impact,8,2-s2.0-79960564496
Estimating diameter; Forest inventory; Multilayer Perceptron; Recursive prediction; Volumetric equation; Forecasting; Forestry; Multilayers; Plant extracts; Multilayer neural networks; accuracy assessment; artificial neural network; data set; diameter; evergreen tree; forest inventory; forest management; numerical model; performance assessment; prediction; stand dynamics; volume; Equations; Extractives; Forecasts; Forest Management; Forestry; Inventory Control; Multilayers; Plants; Eucalyptus,8,2-s2.0-79960922436
"ligand; magnesium ion; phenyl group; phosphorus; phosphoryl ligand; unclassified drug; article; atom; binding affinity; chemical structure; correlational study; density functional theory; electron transport; electronics; enthalpy; geometry; molecular interaction; priority journal; quantitative analysis; substitution reaction; Cations; Ligands; Magnesium; Metals, Alkaline Earth; Water",8,2-s2.0-80051780909
"Biological networks; Co-expression; Co-expression networks; Filtering method; Multiple comparison; Statistical testing methods; Computer simulation; Tools; Genes; article; computer program; DNA microarray; gene expression profiling; gene expression regulation; gene regulatory network; genetics; glioma; human; methodology; Gene Expression Profiling; Gene Expression Regulation, Neoplastic; Gene Regulatory Networks; Glioma; Humans; Oligonucleotide Array Sequence Analysis; Software",8,2-s2.0-79960563628
Basic models; Cyclic behaviour; Stress update; Subloading; Two-yield surfaces; Finite element method; Geologic models; Loading; Soils; Unloading; Computer simulation; Cam-clay model; computer simulation; cyclic loading; elastoplasticity; finite element method; soil mechanics; soil strength; stress analysis; unsaturated medium,8,2-s2.0-79958034327
Basic structure; Cooperative mobile robots; Cooperative systems; Distributed detection; Dynamic observers; Fault detection and isolation; Human operator; Mobile robot systems; Multilayer architecture; Proposed architectures; Reliability improvement; Sensor redundancy; Whole systems; Architecture; Machine design; Mobile robots; Redundancy; Fault detection,8,2-s2.0-79958863593
Business models; Collaborative network; customer experience; Globalisation; Knowledge economy; Engineering research; Sales; Customer satisfaction,8,2-s2.0-79959342224
"cuprous oxide; formaldehyde; methanol; oxygen; proton; water; article; chemical bond; decomposition; energy; force; mathematical model; oxygen transport; priority journal; proton motive force; proton transport; Copper; Electronics; Methanol; Models, Molecular; Oxides; Oxygen; Protons",8,2-s2.0-80051759232
Berkeley predictive technology models; CMOS technology; Data input; Delay insertion; Digital system; Error prediction; Insertion algorithms; Key location; Long lifetime; Long term performance; NBTI; Online monitoring; Performance degradation; Performance error; Performance failure; Physical defects; Power supply voltage; Predictive error; Safety critical systems; Signal paths; Simulation result; CMOS integrated circuits; Computer simulation; Degradation; Digital circuits; Error detection; Flip flop circuits; Sensors; VLSI circuits; Forecasting,8,2-s2.0-79959649877
Descriptors; Estimation errors; Filter designs; Guaranteed bounds; Noise signals; Numerical example; Robust H; Singular system; Time varying; Time varying uncertainties; Uncertain parameters; Filter banks; Linear matrix inequalities; Lyapunov functions; Numerical methods; Time varying systems; Uncertainty analysis; Design,8,2-s2.0-79960593839
pervasive collaboration; Research challenges; Social computing; Social context; Social Networks; Surveys; Taxonomies; Ubiquitous computing,8,2-s2.0-79958042932
"arginine; asparagine; aspartic acid; beta secretase 1; beta secretase 1 inhibitor; beta secretase inhibitor; glycine; hydroxyethylamine inhibitor; isoleucine; leucine; threonine; tryptophan; tyrosine; unclassified drug; Alzheimer disease; article; complex formation; controlled study; correlation coefficient; density functional theory; drug design; drug structure; enzyme active site; geometry; hydrogen bond; hydrophobicity; priority journal; proton transport; quantitative structure activity relation; quantum mechanics; Alzheimer Disease; Amyloid beta-Peptides; Amyloid beta-Protein Precursor; Amyloid Precursor Protein Secretases; Aspartic Acid Endopeptidases; Catalytic Domain; Ethanolamines; Humans; Models, Chemical; Quantum Theory; Sulfonamides",8,2-s2.0-80051550298
Economic load dispatch; Particle swarm; Power systems; smooth function; valve-point loading; Power transmission; Particle swarm optimization (PSO),8,2-s2.0-79957455542
,8,2-s2.0-79954587693
Covariance method; Impulse response functions; Input signal; Kautz filter; Mechanical structures; Mechanical systems; Non-parametric identification; Time domain; Arch bridges; Elastic moduli; Fourier analysis; Impulse response; Parameter estimation; Poles; Signal processing; Time domain analysis; Orthogonal functions,8,2-s2.0-79952316882
"alpha tocopherol; alpha tocotrienol; choline; docosahexaenoic acid; essential fatty acid; folic acid; magnesium; oleic acid; omega 3 fatty acid; palmitic acid; phosphatidylcholine; phospholipid; polyunsaturated fatty acid; retinoid; retinoid X receptor; retinol; saturated fatty acid; sphingomyelin; zinc; folic acid; magnesium; phospholipid; unsaturated fatty acid; vitamin; zinc; amnesia; antineoplastic activity; aorta; bone density; bone level; brain level; cardiovascular risk; cardiovascular system; cell function; cellular distribution; disease association; drug mechanism; fat intake; folic acid deficiency; food composition; functional food; heart muscle metabolism; heart protection; human; intestine mucosa; learning; learning disorder; lipid analysis; liver level; liver metabolism; lung; lung function; magnesium deficiency; membrane component; memory; memory disorder; neuroprotection; nonhuman; nutrient concentration; nutritional deficiency; nutritional value; organ distribution; phospholipid blood level; phospholipid membrane; phospholipid metabolism; retinol deficiency; review; risk reduction; zinc deficiency; animal; metabolism; nutritional assessment; Animals; Fatty Acids, Unsaturated; Folic Acid; Humans; Magnesium; Nutrition Assessment; Phospholipids; Vitamins; Zinc",8,2-s2.0-79953894936
Angular displacement; Bending problems; Cumulative distribution function; Displacement response; Efficient method; Exact solution; Existence and uniqueness; Fast convergence; Galerkin; Galerkin scheme; Monte Carlo simulation; Numerical results; Numerical solution; Random fields; Stochastic problems; Timoshenko beams; Wiener-Askey scheme; Chaos theory; Computer simulation; Convergence of numerical methods; Distribution functions; Monte Carlo methods; Particle beams; Polynomials; Stochastic systems; Galerkin methods,8,2-s2.0-79952280798
"Computational model; Discriminative methods; Hard computational problem; Logical representations; Multiple sequence alignments; Physicochemical property; Remote homology detections; State-of-the-art methods; Amino acids; Decision trees; Proteins; Support vector machines; Inductive logic programming (ILP); protein; algorithm; amino acid sequence; article; biological model; biology; chemistry; computer program; factual database; logic; methodology; molecular genetics; protein motif; sequence alignment; sequence analysis; Algorithms; Amino Acid Motifs; Amino Acid Sequence; Computational Biology; Databases, Factual; Logic; Models, Genetic; Molecular Sequence Data; Proteins; Sequence Alignment; Sequence Analysis, Protein; Software",8,2-s2.0-79953093817
